년도,사번,Emp. Group,직무명,역할구분 (MPRS),성별
2020,32149,Manager,Account Marketer,M,남
2020,32430,Exempt,Account Marketer,M,남
2020,32681,Exempt,Account Marketer,M,여
2020,31969,Manager,Construction Material고객군 Squad PO,M,여
2020,32389,Exempt,Account Marketer,M,남
2020,32527,Exempt,Account Marketer,M,남
2020,32438,Manager,Trader,M,남
2020,31810,Manager,China Trading Squad PO,M,남
2020,31940,Manager,추후부여,비대상,남
2020,32111,Manager,Trader,M,남
2020,32174,Exempt,Polymer담당,M,남
2020,31920,Manager,R1 Squad PO,S,남
2020,31494,Manager,Production Management Coordinator,P,남
2020,32281,Manager,UAC대표,S,남
2020,32544,Manager,Planning & Coordination Coordinator,P,남
2020,32589,Manager,Safety&Environment Team Leader,P,남
2020,32632,Manager,Management Support Team Leader,S,남
2020,39074,Contractor,인력기획원,S,여
2020,39522,Executive,비상근고문,비대상,남
2020,39523,Executive,비상근고문,비대상,남
2020,39524,Executive,비상근고문,비대상,남
2020,39527,Executive,비상근고문,비대상,남
2020,39529,Executive,비상근고문,비대상,남
2020,30049,Executive,경영자문위원,비대상,남
2020,30061,Executive,경영자문위원,비대상,남
2020,30063,Executive,경영자문위원,비대상,남
2020,30067,Executive,SSNC CEO,비대상,남
2020,32436,Manager,SK China 파견,비대상,남
2020,39530,Executive,경영자문위원,비대상,남
2020,39531,Executive,SE Consultant,비대상,남
2021,30059,Executive,대표이사/사장,비대상,남
2021,32567,Manager,Global TS&D Center장,R,남
2021,32579,Manager,연구원,R,남
2021,32776,Manager,한국 Packaging TS&D 담당,R,남
2021,30060,Executive,Green Biz추진 Group장,비대상,남
2021,30071,Executive,Green Biz추진 Group담당,비대상,남
2021,32545,Nonexempt,비서,비대상,여
2021,32599,Manager,Green Biz추진 Group담당,S,남
2021,39191,Contractor,브랜드담당,S,남
2021,31926,Manager,C Square Chapter CL,S,남
2021,31939,Manager,Comm 기획,S,여
2021,32491,Manager,사업개발원,S,남
2021,32390,Exempt,R7 Squad PO,S,남
2021,32604,Exempt,Biz. Value-up 추진,S,남
2021,32617,Exempt,Global Coordination,S,여
2021,31920,Manager,R1 Squad PO,S,남
2021,32561,Exempt,국내 CR JV추진,S,남
2021,39190,Contractor,전략/기술자문,비대상,남
2021,32838,Exempt,사업개발원,S,남
2021,31696,Manager,R-PET MR. Biz. Partnering Squad PO,S,남
2021,32179,Manager,BM 개발,S,남
2021,32297,Manager,R5 Squad PO,S,남
2021,32840,Exempt,BM 개발,S,여
2021,32855,Exempt,BM 개발,S,남
2021,32406,Manager,F&S Chapter CL,S,남
2021,32526,Exempt,추후부여,비대상,남
2021,32528,Exempt,투자기획원,S,남
2021,32622,Manager,투자기획원,S,남
2021,32854,Exempt,투자기획원,S,여
2021,31998,Manager,BM개발,S,여
2021,32577,Manager,R0 Squad PO,S,남
2021,32868,Exempt,사업개발,S,남
2021,31690,Manager,R2 Squad PO,S,남
2021,32273,Exempt,BM 개발,S,남
2021,32596,Exempt,BM 개발,S,남
2021,30042,Executive,Packaging본부장,비대상,남
2021,32592,Manager,추후부여,비대상,남
2021,31840,Manager,사업관리원,M,남
2021,32268,Exempt,사업관리원,M,남
2021,32680,Exempt,사업관리원,M,여
2021,32753,Exempt,사업관리원,M,남
2021,32762,Exempt,추후부여,비대상,남
2021,32852,Exempt,사업관리원,M,남
2021,32195,Manager,기획관리원,M,남
2021,32618,Exempt,엔지니어,P,여
2021,32151,Manager,시장개발원,M,남
2021,32388,Exempt,시장개발원,S,남
2021,32582,Manager,Packaging Green Solution Squad PO,M,여
2021,32678,Exempt,Solution Marketer,M,남
2021,32869,Exempt,시장개발원,M,남
2021,31800,Manager,Packaging사업부장,비대상,남
2021,31974,Manager,시장개발원,M,남
2021,32581,Manager,시장개발원,M,남
2021,31605,Manager,판매담당,M,남
2021,32400,Manager,Packaging 친환경 Squad PO,M,남
2021,32509,Manager,판매담당,M,남
2021,32634,Exempt,판매담당,M,남
2021,32003,Manager,판매담당,M,남
2021,32136,Manager,판매담당,M,남
2021,32595,Manager,Consumer Market Squad PO,M,남
2021,32711,Exempt,판매담당,M,남
2021,31277,Manager,판매담당,M,남
2021,31801,Manager,Industrial Market Squad PO,M,남
2021,32335,Manager,판매담당,M,남
2021,32410,Manager,판매담당,M,남
2021,32765,Manager,판매담당,M,남
2021,31996,Manager,화학담당,M,남
2021,31806,Manager,Packaging판매원,M,남
2021,31931,Manager,화남지사장,M,남
2021,30050,Executive,SK Functional Polymer대표,비대상,남
2021,32690,Manager,사업기획원,S,여
2021,32760,Manager,재무/회계관리원,S,남
2021,32761,Manager,인력기획원,S,남
2021,31935,Manager,생산기술기사,S,남
2021,32627,Manager,생산기술기사,P,남
2021,31495,Manager,SKGCA 대표,M,남
2021,32846,Manager,인력기획원,S,남
2021,32848,Manager,재무/회계관리원,S,남
2021,38994,Manager,Aromatic담당,M,여
2021,32009,Manager,사업운영원,M,남
2021,32454,Manager,생산기술기사,P,남
2021,32450,Manager,Process Engineer,P,남
2021,32487,Manager,Process Engineer,P,남
2021,31489,Nonexempt,판매운영원,비대상,여
2021,31836,Nonexempt,Packaging사업운영그룹리더,비대상,여
2021,32184,Nonexempt,판매운영원,비대상,여
2021,32284,Nonexempt,판매운영원,비대상,여
2021,32343,Nonexempt,판매운영원,비대상,여
2021,32516,Nonexempt,판매운영원,비대상,여
2021,32517,Nonexempt,판매운영원,비대상,여
2021,32542,Nonexempt,판매운영원,비대상,여
2021,39201,Contractor,판매운영원,비대상,여
2021,30051,Executive,Automotive사업부장,비대상,남
2021,31814,Manager,사업기획원,M,남
2021,31995,Manager,해외판매원,M,남
2021,32010,Manager,해외수급관리원,M,남
2021,32131,Manager,사업기획원,M,남
2021,32248,Manager,사업기획원,M,남
2021,32583,Manager,Automotive사업지원 Chapter CL,M,남
2021,32705,Exempt,사업기획원,M,남
2021,32872,Exempt,사업기획원,M,남
2021,31754,Manager,사업개발원,S,남
2021,32144,Manager,사업개발원,S,남
2021,32253,Manager,사업개발원,S,남
2021,32550,Manager,추후부여,비대상,여
2021,32574,Manager,사업개발원,S,남
2021,32593,Manager,Automotive사업개발 Chapter CL,S,남
2021,32849,Exempt,사업개발원,S,남
2021,32249,Manager,시장개발원,M,남
2021,32785,Manager,경량화 Solution확보 Squad PO,M,남
2021,31359,Manager,Automotive판매원,M,남
2021,31688,Manager,Automotive판매원,M,남
2021,31893,Exempt,Automotive영업 Chapter CL,M,남
2021,32143,Manager,추후부여,비대상,남
2021,32159,Manager,Automotive판매원,M,남
2021,32301,Manager,Automotive판매원,M,남
2021,32609,Exempt,Automotive판매원,M,남
2021,31831,Nonexempt,판매운영원,비대상,여
2021,32207,Nonexempt,판매운영원,비대상,여
2021,32337,Nonexempt,판매운영원,비대상,여
2021,32546,Nonexempt,판매운영원,비대상,여
2021,32586,Nonexempt,판매운영원,비대상,여
2021,32699,Nonexempt,판매운영원,비대상,여
2021,32148,Manager,사업기획원,M,남
2021,31285,Manager,시장개발원,M,남
2021,31330,Manager,시장개발원,M,남
2021,31860,Manager,시장개발원,M,남
2021,31917,Manager,Automotive시장개발 CL,M,남
2021,32276,Exempt,시장개발원,M,남
2021,32543,Manager,시장개발원,M,여
2021,32580,Manager,시장개발원,M,남
2021,32170,Manager,Polymer 판매원,M,남
2021,31797,Manager,중국마케팅실장 직무대행,M,남
2021,31753,Manager,COO,S,남
2021,39189,Contractor,SSNC CEO,S,남
2021,31209,Nonexempt,Shipping,비대상,남
2021,31585,Manager,KNC 대표,S,남
2021,32506,Manager,Accounting,S,남
2021,32507,Manager,SHE,비대상,남
2021,32590,Manager,Production Mgmt.,P,남
2021,30068,Executive,Aromatic사업부장,비대상,남
2021,31852,Nonexempt,판매운영원,비대상,여
2021,31892,Nonexempt,판매운영원,비대상,여
2021,31961,Nonexempt,판매운영원,비대상,여
2021,31964,Nonexempt,추후부여,비대상,여
2021,32147,Manager,Aromatic 사업지원 Chapter CL,M,남
2021,32183,Nonexempt,판매운영원,비대상,여
2021,32205,Manager,Middle Office 담당,M,남
2021,32281,Manager,사업지원담당,M,남
2021,32340,Nonexempt,판매운영원,비대상,여
2021,32605,Exempt,Middle Office 담당,M,남
2021,32706,Nonexempt,판매운영원,비대상,여
2021,31791,Manager,Aromatic Marketer,M,남
2021,32149,Manager,Aromatic Marketing1 Squad PO,M,남
2021,32430,Exempt,Account Marketer,M,남
2021,32681,Exempt,Account Marketer,M,여
2021,31969,Manager,Aromatic Marketing2 Squad PO,M,여
2021,32429,Exempt,Aromatic Marketer,M,남
2021,32527,Exempt,Account Marketer,M,남
2021,31810,Manager,Aromatic China Biz Squad PO,M,남
2021,31940,Manager,추후부여,비대상,남
2021,32111,Manager,Trader,M,남
2021,32438,Manager,Trader,M,남
2021,31900,Manager,동경법인장,M,남
2021,32174,Exempt,Polymer담당,M,남
2021,31494,Manager,Production Management Coordinator,P,남
2021,31608,Manager,UAC대표,S,남
2021,32452,Manager,UAC파견/Safety&Environment Team Leader,P,남
2021,32544,Manager,Planning & Coordination Coordinator,P,남
2021,32632,Manager,Management Support Team Leader,S,남
2021,30048,Executive,화학생산본부장,비대상,남
2021,31072,Manager,추후부여,비대상,남
2021,31199,Manager,추후부여,비대상,남
2021,31332,Nonexempt,추후부여,비대상,남
2021,31350,Nonexempt,추후부여,비대상,남
2021,31388,Nonexempt,추후부여,비대상,남
2021,31562,Nonexempt,추후부여,비대상,남
2021,31592,Nonexempt,추후부여,비대상,남
2021,31770,Nonexempt,추후부여,비대상,남
2021,31907,Nonexempt,추후부여,비대상,남
2021,32082,Nonexempt,추후부여,비대상,남
2021,32125,Nonexempt,추후부여,비대상,남
2021,32457,Manager,추후부여,비대상,남
2021,32589,Manager,생산기술기사,P,남
2021,32770,Nonexempt,추후부여,비대상,남
2021,32771,Nonexempt,추후부여,비대상,남
2021,32772,Nonexempt,추후부여,비대상,남
2021,32865,Exempt,추후부여,비대상,남
2021,32866,Nonexempt,추후부여,비대상,남
2021,32867,Nonexempt,추후부여,비대상,남
2021,31085,Manager,생산관리원,비대상,남
2021,31144,Manager,생산관리원,비대상,남
2021,31152,Manager,생산관리원,비대상,남
2021,31676,Nonexempt,생산관리원,비대상,남
2021,31738,Nonexempt,생산관리원,비대상,남
2021,32354,Nonexempt,생산관리원,비대상,남
2021,32368,Nonexempt,생산관리원,비대상,남
2021,32434,Manager,생산관리기사,P,남
2021,32456,Manager,생산관리기사,P,남
2021,32480,Exempt,생산관리기사,P,남
2021,32558,Exempt,생산관리기사,P,남
2021,32568,Manager,생산관리 PL,P,남
2021,32686,Exempt,생산관리기사,P,남
2021,32781,Nonexempt,사무운영원,비대상,여
2021,31052,Manager,실험총반장,비대상,남
2021,31161,Nonexempt,실험원,비대상,남
2021,31162,Nonexempt,실험원,비대상,남
2021,31163,Nonexempt,실험원,비대상,남
2021,31238,Nonexempt,실험교관,비대상,남
2021,31267,Nonexempt,실험교대반장,비대상,남
2021,31268,Nonexempt,실험교대반장,비대상,남
2021,31269,Nonexempt,실험교대반장,비대상,남
2021,31270,Nonexempt,실험원,비대상,남
2021,31299,Nonexempt,실험원,비대상,남
2021,31300,Nonexempt,실험원,비대상,남
2021,31314,Nonexempt,실험원,비대상,남
2021,31316,Nonexempt,실험교대반장,비대상,남
2021,31354,Nonexempt,실험교대반장,비대상,남
2021,31355,Manager,실험교관,비대상,남
2021,31371,Nonexempt,실험교대반장,비대상,남
2021,31372,Nonexempt,실험원,비대상,남
2021,31373,Nonexempt,실험원,비대상,남
2021,31374,Nonexempt,실험교대반장,비대상,남
2021,31375,Nonexempt,실험총반장,비대상,남
2021,31473,Nonexempt,실험원,비대상,남
2021,31487,Nonexempt,실험교대반장,비대상,남
2021,31488,Nonexempt,실험원,비대상,남
2021,31503,Nonexempt,실험원,비대상,남
2021,31504,Nonexempt,실험원,비대상,남
2021,31505,Nonexempt,실험원,비대상,남
2021,31506,Nonexempt,실험원,비대상,남
2021,31513,Nonexempt,실험원,비대상,남
2021,31514,Nonexempt,실험원,비대상,남
2021,31515,Nonexempt,실험원,비대상,남
2021,31548,Nonexempt,실험원,비대상,남
2021,31552,Nonexempt,실험원,비대상,남
2021,31724,Nonexempt,실험원,비대상,남
2021,31764,Nonexempt,실험원,비대상,남
2021,31765,Nonexempt,실험원,비대상,남
2021,31778,Nonexempt,실험원,비대상,남
2021,31779,Nonexempt,실험원,비대상,남
2021,31786,Nonexempt,실험원,비대상,남
2021,31787,Nonexempt,실험원,비대상,남
2021,31788,Nonexempt,실험원,비대상,남
2021,32201,Manager,품질관리 PL,P,여
2021,32362,Nonexempt,실험원,비대상,남
2021,32363,Nonexempt,실험원,비대상,남
2021,32366,Nonexempt,실험원,비대상,남
2021,32369,Nonexempt,실험원,비대상,남
2021,32380,Nonexempt,실험원,비대상,남
2021,32716,Nonexempt,실험원,비대상,남
2021,32788,Nonexempt,실험원,비대상,남
2021,32789,Nonexempt,실험원,비대상,남
2021,32790,Nonexempt,실험원,비대상,남
2021,32569,Manager,G Square Tech센터장,P,남
2021,30070,Executive,Polymer공장장,비대상,남
2021,31208,Nonexempt,안전·환경·보건관리원,비대상,남
2021,31768,Nonexempt,장치운전원,비대상,남
2021,32783,Nonexempt,사무운영원,비대상,여
2021,31080,Nonexempt,Polymer기술원,비대상,남
2021,31149,Manager,Polymer기술원,비대상,남
2021,31232,Nonexempt,Polymer기술원,비대상,남
2021,31246,Nonexempt,Polymer기술원,비대상,남
2021,31310,Nonexempt,Polymer기술원,비대상,남
2021,31444,Manager,Packaging & Automotive Tech PL,P,남
2021,31517,Nonexempt,Polymer기술원,비대상,남
2021,32162,Manager,생산기술기사,P,남
2021,32287,Nonexempt,Polymer기술원,비대상,남
2021,32439,Manager,생산기술기사,P,남
2021,32535,Manager,생산기술기사,P,남
2021,32559,Exempt,생산기술기사,P,남
2021,32563,Exempt,생산기술기사,P,남
2021,32587,Manager,공정기술기사,P,남
2021,32611,Exempt,생산기술기사,P,남
2021,32612,Exempt,생산기술기사,P,남
2021,32697,Exempt,생산기술기사,P,남
2021,32709,Exempt,생산기술기사,P,남
2021,32712,Manager,생산기술기사,P,남
2021,32754,Exempt,생산기술기사,P,여
2021,32755,Exempt,생산기술기사,P,남
2021,32863,Exempt,생산기술기사,P,남
2021,32864,Exempt,생산기술기사,P,여
2021,31133,Nonexempt,장치운전원,비대상,남
2021,31160,Nonexempt,장치운전원,비대상,남
2021,31206,Nonexempt,장치운전원,비대상,남
2021,31247,Nonexempt,장치운전원,비대상,남
2021,31248,Manager,HDPE총반장,비대상,남
2021,31249,Nonexempt,LLDPE교관,비대상,남
2021,31251,Nonexempt,장치운전원,비대상,남
2021,31252,Nonexempt,장치운전원,비대상,남
2021,31253,Nonexempt,HDPE교관,비대상,남
2021,31255,Nonexempt,장치운전원,비대상,남
2021,31262,Nonexempt,장치운전원,비대상,남
2021,31348,Nonexempt,장치운전원,비대상,남
2021,31410,Nonexempt,장치운전원,비대상,남
2021,31412,Nonexempt,LLDPE교대반장,비대상,남
2021,31413,Nonexempt,장치운전원,비대상,남
2021,31414,Nonexempt,HDPE교대반장,비대상,남
2021,31423,Nonexempt,HDPE교대반장,비대상,남
2021,31425,Nonexempt,장치운전원,비대상,남
2021,31427,Nonexempt,장치운전원,비대상,남
2021,31440,Nonexempt,장치운전원,비대상,남
2021,31441,Nonexempt,LLDPE총반장,비대상,남
2021,31549,Nonexempt,LLDPE교대반장,비대상,남
2021,31561,Nonexempt,장치운전원,비대상,남
2021,31663,Nonexempt,장치운전원,비대상,남
2021,31685,Nonexempt,LLDPE교대반장,비대상,남
2021,31686,Nonexempt,HDPE교대반장,비대상,남
2021,31687,Nonexempt,장치운전원,비대상,남
2021,31707,Nonexempt,장치운전원,비대상,남
2021,31727,Nonexempt,장치운전원,비대상,남
2021,31730,Nonexempt,장치운전원,비대상,남
2021,31731,Nonexempt,LLDPE교대반장,비대상,남
2021,31732,Nonexempt,장치운전원,비대상,남
2021,31733,Nonexempt,장치운전원,비대상,남
2021,31746,Manager,PE생산 PL,P,남
2021,31769,Nonexempt,장치운전원,비대상,남
2021,31782,Nonexempt,장치운전원,비대상,남
2021,31784,Nonexempt,HDPE교대반장,비대상,남
2021,31903,Nonexempt,장치운전원,비대상,남
2021,31904,Nonexempt,장치운전원,비대상,남
2021,31912,Nonexempt,장치운전원,비대상,남
2021,31913,Nonexempt,장치운전원,비대상,남
2021,31914,Nonexempt,장치운전원,비대상,남
2021,31916,Nonexempt,장치운전원,비대상,남
2021,32129,Nonexempt,장치운전원,비대상,남
2021,32216,Nonexempt,장치운전원,비대상,남
2021,32219,Nonexempt,장치운전원,비대상,남
2021,32239,Nonexempt,장치운전원,비대상,남
2021,32240,Nonexempt,장치운전원,비대상,남
2021,32244,Nonexempt,장치운전원,비대상,남
2021,32310,Nonexempt,장치운전원,비대상,남
2021,32321,Nonexempt,장치운전원,비대상,남
2021,32325,Nonexempt,장치운전원,비대상,남
2021,32370,Nonexempt,장치운전원,비대상,남
2021,32381,Nonexempt,장치운전원,비대상,남
2021,32597,Nonexempt,장치운전원,비대상,남
2021,32671,Nonexempt,장치운전원,비대상,남
2021,32672,Nonexempt,장치운전원,비대상,남
2021,32741,Nonexempt,장치운전원,비대상,남
2021,32742,Nonexempt,장치운전원,비대상,남
2021,32747,Nonexempt,장치운전원,비대상,남
2021,32825,Nonexempt,장치운전원,비대상,남
2021,32826,Nonexempt,장치운전원,비대상,남
2021,32827,Nonexempt,장치운전원,비대상,남
2021,32828,Nonexempt,장치운전원,비대상,남
2021,32829,Nonexempt,장치운전원,비대상,남
2021,31087,Nonexempt,장치운전원,비대상,남
2021,31094,Nonexempt,장치운전원,비대상,남
2021,31122,Nonexempt,PP총반장,비대상,남
2021,31256,Nonexempt,장치운전원,비대상,남
2021,31257,Nonexempt,장치운전원,비대상,남
2021,31260,Nonexempt,장치운전원,비대상,남
2021,31273,Nonexempt,장치운전원,비대상,남
2021,31274,Nonexempt,장치운전원,비대상,남
2021,31349,Nonexempt,장치운전원,비대상,남
2021,31380,Nonexempt,장치운전원,비대상,남
2021,31387,Nonexempt,장치운전원,비대상,남
2021,31393,Nonexempt,장치운전원,비대상,남
2021,31424,Nonexempt,PP교대반장,비대상,남
2021,31426,Nonexempt,장치운전원,비대상,남
2021,31430,Nonexempt,장치운전원,비대상,남
2021,31438,Nonexempt,장치운전원,비대상,남
2021,31439,Nonexempt,PP교대반장,비대상,남
2021,31442,Nonexempt,장치운전원,비대상,남
2021,31465,Nonexempt,PP교관,비대상,남
2021,31516,Nonexempt,장치운전원,비대상,남
2021,31574,Nonexempt,장치운전원,비대상,남
2021,31627,Nonexempt,PP교대반장,비대상,남
2021,31628,Nonexempt,장치운전원,비대상,남
2021,31665,Nonexempt,PP교대반장,비대상,남
2021,31667,Nonexempt,장치운전원,비대상,남
2021,31734,Nonexempt,장치운전원,비대상,남
2021,31737,Nonexempt,장치운전원,비대상,남
2021,31739,Nonexempt,장치운전원,비대상,남
2021,31740,Nonexempt,추후부여,비대상,남
2021,31899,Nonexempt,장치운전원,비대상,남
2021,32215,Nonexempt,장치운전원,비대상,남
2021,32224,Nonexempt,장치운전원,비대상,남
2021,32230,Nonexempt,장치운전원,비대상,남
2021,32237,Nonexempt,장치운전원,비대상,남
2021,32245,Nonexempt,장치운전원,비대상,남
2021,32306,Nonexempt,장치운전원,비대상,남
2021,32314,Nonexempt,장치운전원,비대상,남
2021,32588,Manager,PP생산 PL,P,남
2021,32673,Nonexempt,장치운전원,비대상,남
2021,32674,Nonexempt,장치운전원,비대상,남
2021,32744,Nonexempt,장치운전원,비대상,남
2021,32745,Nonexempt,장치운전원,비대상,남
2021,32746,Nonexempt,장치운전원,비대상,남
2021,32830,Nonexempt,장치운전원,비대상,남
2021,32831,Nonexempt,장치운전원,비대상,남
2021,32832,Nonexempt,장치운전원,비대상,남
2021,31069,Manager,생산관리원,비대상,남
2021,31078,Nonexempt,물류운전원,비대상,남
2021,31140,Nonexempt,생산관리원,비대상,남
2021,31297,Nonexempt,물류운전원,비대상,남
2021,31351,Nonexempt,물류운전원,비대상,남
2021,31353,Nonexempt,물류교관,비대상,남
2021,31394,Nonexempt,물류관리원,비대상,남
2021,31395,Nonexempt,물류운전원,비대상,남
2021,31447,Nonexempt,물류교대반장,비대상,남
2021,31483,Nonexempt,물류교대반장,비대상,남
2021,31485,Nonexempt,물류교대반장,비대상,남
2021,31518,Nonexempt,물류운전원,비대상,남
2021,31528,Nonexempt,물류운전원,비대상,남
2021,31536,Nonexempt,물류운전원,비대상,남
2021,31550,Nonexempt,생산관리원,비대상,남
2021,31568,Nonexempt,물류운전원,비대상,남
2021,31661,Nonexempt,물류운전원,비대상,남
2021,31725,Nonexempt,물류운전원,비대상,남
2021,31726,Nonexempt,물류총반장,비대상,남
2021,31766,Nonexempt,물류교대반장,비대상,남
2021,31781,Nonexempt,물류출하반장,비대상,남
2021,31783,Nonexempt,생산관리원,비대상,남
2021,31905,Nonexempt,물류운전원,비대상,남
2021,32126,Manager,Polymer운영 PL,P,남
2021,32238,Nonexempt,물류운전원,비대상,남
2021,32261,Exempt,Polymer생산관리기사,P,남
2021,32630,Nonexempt,통관원,비대상,남
2021,32710,Nonexempt,출하운영원,비대상,여
2021,32743,Nonexempt,물류운전원,비대상,남
2021,32833,Nonexempt,물류운전원,비대상,남
2021,32834,Nonexempt,생산관리원,비대상,남
2021,32835,Nonexempt,물류운전원,비대상,남
2021,31138,Nonexempt,NDP운영반장,비대상,남
2021,31254,Nonexempt,장치운전원,비대상,남
2021,31315,Nonexempt,장치운전원,비대상,남
2021,31352,Nonexempt,장치운전원,비대상,남
2021,31383,Nonexempt,장치운전원,비대상,남
2021,31512,Nonexempt,장치운전원,비대상,남
2021,31666,Nonexempt,장치운전원,비대상,남
2021,31684,Nonexempt,장치운전원,비대상,남
2021,31728,Nonexempt,장치운전원,비대상,남
2021,31911,Nonexempt,장치운전원,비대상,남
2021,31915,Nonexempt,장치운전원,비대상,남
2021,31123,Nonexempt,Nexlene총반장 인수인계,비대상,남
2021,31234,Nonexempt,Nexlene교대반장,비대상,남
2021,31258,Nonexempt,Nexlene교대반장,비대상,남
2021,31259,Nonexempt,Nexlene총반장,비대상,남
2021,31401,Nonexempt,Nexlene교대반장,비대상,남
2021,31435,Nonexempt,장치운전원,비대상,남
2021,31437,Nonexempt,Nexlene교대반장,비대상,남
2021,31484,Nonexempt,장치운전원,비대상,남
2021,31577,Nonexempt,장치운전원,비대상,남
2021,31578,Nonexempt,장치운전원,비대상,남
2021,31629,Nonexempt,장치운전원,비대상,남
2021,31664,Nonexempt,장치운전원,비대상,남
2021,31729,Nonexempt,장치운전원,비대상,남
2021,31735,Nonexempt,물류운전원,비대상,남
2021,31736,Nonexempt,장치운전원,비대상,남
2021,31767,Nonexempt,장치운전원,비대상,남
2021,31882,Nonexempt,장치운전원,비대상,남
2021,31906,Nonexempt,장치운전원,비대상,남
2021,31908,Nonexempt,장치운전원,비대상,남
2021,31910,Nonexempt,장치운전원,비대상,남
2021,32169,Nonexempt,장치운전원,비대상,남
2021,32211,Nonexempt,장치운전원,비대상,남
2021,32218,Nonexempt,장치운전원,비대상,남
2021,32241,Nonexempt,장치운전원,비대상,남
2021,32254,Nonexempt,Nexlene교관,비대상,남
2021,32255,Nonexempt,장치운전원,비대상,남
2021,32256,Nonexempt,장치운전원,비대상,남
2021,32257,Nonexempt,장치운전원,비대상,남
2021,32302,Nonexempt,장치운전원,비대상,남
2021,32502,Manager,Nexlene생산 PL,P,남
2021,32727,Nonexempt,장치운전원,비대상,남
2021,32728,Nonexempt,장치운전원,비대상,남
2021,32729,Nonexempt,장치운전원,비대상,남
2021,32730,Nonexempt,장치운전원,비대상,남
2021,32731,Nonexempt,장치운전원,비대상,남
2021,32836,Nonexempt,장치운전원,비대상,남
2021,32837,Nonexempt,장치운전원,비대상,남
2021,32522,Manager,닝보EPDM총경리,P,남
2021,30066,Executive,Olefin공장장,비대상,남
2021,31225,Nonexempt,장치운전원,비대상,남
2021,31646,Nonexempt,안전·환경·보건관리원,비대상,남
2021,32780,Nonexempt,사무운영원,비대상,여
2021,31177,Nonexempt,Olefin기술원,비대상,남
2021,31934,Manager,생산기술기사,P,남
2021,31987,Nonexempt,Olefin기술원,비대상,남
2021,32437,Manager,Basic Chemical Tech 1 PL,P,남
2021,32455,Manager,생산기술기사,P,남
2021,32467,Manager,Olefin기술원,비대상,남
2021,32533,Exempt,생산기술기사,P,남
2021,32603,Exempt,생산기술기사,P,남
2021,32694,Exempt,생산기술기사,P,남
2021,32695,Exempt,생산기술기사,P,남
2021,32708,Exempt,생산기술기사,P,남
2021,32843,Exempt,생산기술기사,P,남
2021,32858,Exempt,생산기술기사,P,남
2021,32859,Exempt,생산기술기사,P,여
2021,31099,Nonexempt,장치운전원,비대상,남
2021,31141,Nonexempt,장치운전원,비대상,남
2021,31148,Nonexempt,장치운전원,비대상,남
2021,31150,Nonexempt,장치운전원,비대상,남
2021,31223,Nonexempt,장치운전원,비대상,남
2021,31302,Nonexempt,Olefin총반장,비대상,남
2021,31304,Nonexempt,장치운전원,비대상,남
2021,31305,Nonexempt,장치운전원,비대상,남
2021,31319,Nonexempt,장치운전원,비대상,남
2021,31329,Nonexempt,장치운전원,비대상,남
2021,31341,Nonexempt,장치운전원,비대상,남
2021,31342,Nonexempt,장치운전원,비대상,남
2021,31404,Nonexempt,장치운전원,비대상,남
2021,31405,Nonexempt,Olefin교대반장,비대상,남
2021,31420,Nonexempt,장치운전원,비대상,남
2021,31452,Nonexempt,장치운전원,비대상,남
2021,31551,Nonexempt,장치운전원,비대상,남
2021,31553,Nonexempt,Olefin교대반장,비대상,남
2021,31570,Nonexempt,Olefin교대반장,비대상,남
2021,31594,Nonexempt,Olefin교대반장,비대상,남
2021,31616,Nonexempt,장치운전원,비대상,남
2021,31618,Nonexempt,장치운전원,비대상,남
2021,31622,Nonexempt,장치운전원,비대상,남
2021,31642,Nonexempt,장치운전원,비대상,남
2021,31643,Nonexempt,장치운전원,비대상,남
2021,31671,Nonexempt,장치운전원,비대상,남
2021,31673,Nonexempt,Olefin교관,비대상,남
2021,31677,Nonexempt,장치운전원,비대상,남
2021,31719,Nonexempt,장치운전원,비대상,남
2021,31985,Nonexempt,장치운전원,비대상,남
2021,31986,Nonexempt,장치운전원,비대상,남
2021,31991,Nonexempt,장치운전원,비대상,남
2021,32034,Nonexempt,추후부여,비대상,남
2021,32225,Nonexempt,장치운전원,비대상,남
2021,32311,Nonexempt,장치운전원,비대상,남
2021,32360,Nonexempt,장치운전원,비대상,남
2021,32453,Manager,Olefin생산1 PL,P,남
2021,32732,Nonexempt,장치운전원,비대상,남
2021,32793,Nonexempt,장치운전원,비대상,남
2021,32795,Nonexempt,장치운전원,비대상,남
2021,31088,Manager,Olefin교관 인수인계,비대상,남
2021,31135,Nonexempt,Global지원담당,비대상,남
2021,31137,Nonexempt,Olefin총반장,비대상,남
2021,31139,Nonexempt,Olefin총반장 인수인계,비대상,남
2021,31145,Nonexempt,장치운전원,비대상,남
2021,31147,Nonexempt,Global지원담당,비대상,남
2021,31215,Nonexempt,장치운전원,비대상,남
2021,31222,Nonexempt,장치운전원,비대상,남
2021,31227,Nonexempt,장치운전원,비대상,남
2021,31231,Nonexempt,장치운전원,비대상,남
2021,31326,Nonexempt,장치운전원,비대상,남
2021,31379,Nonexempt,장치운전원,비대상,남
2021,31421,Nonexempt,Olefin교대반장,비대상,남
2021,31451,Nonexempt,장치운전원,비대상,남
2021,31454,Nonexempt,Olefin교대반장,비대상,남
2021,31457,Nonexempt,장치운전원,비대상,남
2021,31521,Nonexempt,장치운전원,비대상,남
2021,31524,Nonexempt,장치운전원,비대상,남
